STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,7/28/2019,4.3,",,W",,,,,1707,",,W",0,",,W,2400",0,",,W",0,",,W",20.3,"H,,S",27.2,",,W",15.6,",,W",340,",,W",340,",,W",7.6,",,W",9.8,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,7/29/2019,2.6,",,W",,,,,1606,",,W",0,",,W,2400",0,",,W",0,",,W",21.1,"H,,S",27.2,",,W",14.4,",,W",180,",,W",200,",,W",5.8,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,7/30/2019,2.6,",,W",,,,,1448,",,W",0,",,W,2400",0,",,W",0,",,W",18.7,"H,,S",25,",,W",13.9,",,W",250,",,W",310,",,W",5.8,",,W",10.3,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,7/31/2019,1.9,",,W",,,,,1522,",,W",0,",,W,2400",0,",,W",0,",,W",20.4,"H,,S",28.3,",,W",13.9,",,W",290,",,W",270,",,W",4.5,",,W",5.8,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/1/2019,3.5,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",21.7,"H,,S",29.4,",,W",15.6,",,W",230,",,W",240,",,W",7.2,",,W",8.9,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/2/2019,3.5,",,W",,,,,,,9.4,",,W,2400",0,",,W",0,",,W",21.9,"H,,S",25.6,",,W",17.2,",,W",30,",,W",30,",,W",7.6,",,W",8.9,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/3/2019,4.3,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",21.4,"H,,S",27.8,",,W",16.1,",,W",340,",,W",360,",,W",7.2,",,W",10.3,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/4/2019,3.4,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",22.1,"H,,S",30.6,",,W",16.7,",,W",340,",,W",20,",,W",5.8,",,W",8.1,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/5/2019,2.6,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",23.8,"H,,S",31.1,",,W",16.7,",,W",350,",,W",10,",,W",6.3,",,W",8.5,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/6/2019,2.4,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",20,"H,,S",28.9,",,W",14.4,",,W",340,",,W",330,",,W",5.8,",,W",7.2,",,W",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/7/2019,3.3,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",19.3,"H,,S",24.4,",,W",14.4,",,W",220,",,W",230,",,W",5.8,",,W",8.9,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/8/2019,3.2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",18.5,"H,,S",20.6,",,W",15.6,",,W",210,",,W",210,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/9/2019,2.6,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",18.8,"H,,S",24.4,",,W",16.1,",,W",300,",,W",290,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/10/2019,2.2,",,W",,,,,,,9.7,",,W,2400",0,",,W",0,",,W",19.1,"H,,S",23.3,",,W",15.6,",,W",30,",,W",250,",,W",5.8,",,W",6.7,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/11/2019,3.9,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",18.8,"H,,S",23.9,",,W",15.6,",,W",190,",,W",190,",,W",6.7,",,W",11.2,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/12/2019,2.2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",19.7,"H,,S",26.1,",,W",15,",,W",200,",,W",270,",,W",5.4,",,W",6.7,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/13/2019,2.2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",21.7,"H,,S",29.4,",,W",16.1,",,W",280,",,W",290,",,W",5.4,",,W",6.7,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/14/2019,2.3,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",22.8,"H,,S",28.9,",,W",16.7,",,W",30,",,W",290,",,W",5.8,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/15/2019,2.7,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",20.6,"H,,S",25.6,",,W",15.6,",,W",200,",,W",220,",,W",5.4,",,W",8.9,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/16/2019,3.3,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",18.9,"H,,S",20.6,",,W",15.6,",,W",210,",,W",210,",,W",6.7,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/17/2019,2.5,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",18.2,"H,,S",23.9,",,W",15.6,",,W",200,",,W",180,",,W",4.5,",,W",6.7,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/18/2019,2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",18.8,"H,,S",24.4,",,W",15,",,W",230,",,W",230,",,W",4.5,",,W",8.9,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/19/2019,2.9,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",19.3,"H,,S",24.4,",,W",15.6,",,W",200,",,W",290,",,W",5.4,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/20/2019,2.7,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",19.7,"H,,S",27.8,",,W",13.3,",,W",230,",,W",250,",,W",8.1,",,W",10.3,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/21/2019,2.7,",,W",,,,,,,7.6,",,W,2400",0,",,W",0,",,W",18.9,"H,,S",21.1,",,W",15,",,W",30,",,W",20,",,W",6.7,",,W",7.6,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/22/2019,2,",,W",,,,,,,2,",,W,2400",0,",,W",0,",,W",16.2,"H,,S",21.7,",,W",13.3,",,W",270,",,W",230,",,W",4,",,W",6.3,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/23/2019,2.6,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",17.8,"H,,S",22.8,",,W",12.8,",,W",340,",,W",340,",,W",7.2,",,W",10.3,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/24/2019,3.5,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",18.4,"H,,S",24.4,",,W",15,",,W",20,",,W",30,",,W",7.6,",,W",8.9,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/25/2019,3.2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",19.4,"H,,S",23.3,",,W",15.6,",,W",50,",,W",160,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/26/2019,5.1,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",19.3,"H,,S",26.1,",,W",13.9,",,W",350,",,W",10,",,W",9.4,",,W",11.2,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/27/2019,5.2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",21.1,"H,,S",29.4,",,W",15.6,",,W",10,",,W",20,",,W",7.6,",,W",10.3,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/28/2019,3.2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",23.8,"H,,S",31.7,",,W",18.9,",,W",10,",,W",20,",,W",6.3,",,W",8.5,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/29/2019,3.8,",,W",,,,,,,1.8,",,W,2400",0,",,W",0,",,W",21.4,"H,,S",25.6,",,W",15,",,W",230,",,W",230,",,W",7.2,",,W",8.9,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/30/2019,2.6,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",19.4,"H,,S",25,",,W",17.2,",,W",130,",,W",80,",,W",6.3,",,W",7.2,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,8/31/2019,2.2,",,W",,,,,,,0,"T,,W,2400",0,",,W",0,",,W",20.3,"H,,S",25.6,",,W",15.6,",,W",210,",,W",210,",,W",6.3,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/1/2019,2.6,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",20.9,"H,,S",26.1,",,W",17.2,",,W",190,",,W",210,",,W",6.3,",,W",8.5,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/2/2019,3.1,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",20.6,"H,,S",26.1,",,W",15.6,",,W",350,",,W",330,",,W",6.3,",,W",9.4,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/3/2019,2.3,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",20.6,"H,,S",27.2,",,W",15,",,W",240,",,W",270,",,W",5.4,",,W",6.7,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/4/2019,2.9,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",19.2,"H,,S",24.4,",,W",15,",,W",10,",,W",10,",,W",6.3,",,W",7.2,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/5/2019,3,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",20,"H,,S",26.1,",,W",15,",,W",20,",,W",20,",,W",6.3,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/6/2019,3.5,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",20.6,"H,,S",25,",,W",16.1,",,W",220,",,W",220,",,W",7.6,",,W",9.4,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/7/2019,2.5,",,W",,,,,,,15,",,W,2400",0,",,W",0,",,W",18.3,"H,,S",19.4,",,W",15.6,",,W",220,",,W",210,",,W",8.1,",,W",9.8,",,W",1,",,W",,,1,",,W",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/8/2019,3.6,",,W",,,,,,,1,",,W,2400",0,",,W",0,",,W",17.3,"H,,S",23.3,",,W",15,",,W",220,",,W",210,",,W",6.7,",,W",8.5,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/9/2019,3.1,",,W",,,,,,,7.4,",,W,2400",0,",,W",0,",,W",16.9,"H,,S",20,",,W",15.6,",,W",190,",,W",180,",,W",7.2,",,W",9.4,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/10/2019,2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",16.8,"H,,S",22.2,",,W",13.9,",,W",30,",,W",300,",,W",4,",,W",6.3,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/11/2019,2.5,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",17.4,"H,,S",22.8,",,W",13.3,",,W",240,",,W",230,",,W",4.5,",,W",6.3,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/12/2019,3.8,",,W",,,,,,,6.1,",,W,2400",0,",,W",0,",,W",19.3,"H,,S",26.1,",,W",13.9,",,W",180,",,W",280,",,W",7.6,",,W",9.8,",,W",1,",,W",,,1,",,W",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/13/2019,4.8,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",18.8,"H,,S",21.7,",,W",15,",,W",220,",,W",200,",,W",7.2,",,W",9.8,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/14/2019,3.8,",,W",,,,,,,1.3,",,W,2400",0,",,W",0,",,W",17.6,"H,,S",19.4,",,W",15.6,",,W",210,",,W",190,",,W",6.7,",,W",8.1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/15/2019,3.8,",,W",,,,,,,11.2,",,W,2400",0,",,W",0,",,W",16,"H,,S",16.1,",,W",13.3,",,W",120,",,W",130,",,W",8.1,",,W",10.3,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/16/2019,3.3,",,W",,,,,,,2.3,",,W,2400",0,",,W",0,",,W",14.8,"H,,S",20,",,W",11.1,",,W",200,",,W",150,",,W",8.1,",,W",10.3,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/17/2019,3.8,",,W",,,,,,,16.5,",,W,2400",0,",,W",0,",,W",14.8,"H,,S",17.8,",,W",12.8,",,W",210,",,W",200,",,W",7.2,",,W",9.4,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/18/2019,2.6,",,W",,,,,,,2.5,",,W,2400",0,",,W",0,",,W",15,"H,,S",20,",,W",12.8,",,W",350,",,W",350,",,W",6.3,",,W",8.5,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/19/2019,1.6,",,W",,,,,,,1,",,W,2400",0,",,W",0,",,W",15.4,"H,,S",21.1,",,W",11.7,",,W",190,",,W",190,",,W",4,",,W",5.4,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/20/2019,2.1,",,W",,,,,,,0,"T,,W,2400",0,",,W",0,",,W",16.5,"H,,S",20.6,",,W",14.4,",,W",120,",,W",90,",,W",4,",,W",6.3,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/21/2019,2.4,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",16.6,"H,,S",19.4,",,W",13.9,",,W",250,",,W",190,",,W",5.8,",,W",6.7,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/22/2019,3.3,",,W",,,,,,,6.1,",,W,2400",0,",,W",0,",,W",16.9,"H,,S",18.3,",,W",13.9,",,W",210,",,W",240,",,W",5.8,",,W",8.1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/23/2019,4.8,",,W",,,,,,,3,",,W,2400",0,",,W",0,",,W",15.1,"H,,S",16.7,",,W",13.3,",,W",200,",,W",200,",,W",8.9,",,W",12.5,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/24/2019,3.6,",,W",,,,,,,0,"T,,W,2400",0,",,W",0,",,W",16.3,"H,,S",20.6,",,W",15,",,W",200,",,W",200,",,W",8.9,",,W",10.7,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/25/2019,3,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",16.8,"H,,S",20.6,",,W",12.2,",,W",200,",,W",200,",,W",8.9,",,W",11.6,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/26/2019,4.3,",,W",,,,,,,4.1,",,W,2400",0,",,W",0,",,W",17.1,"H,,S",20.6,",,W",14.4,",,W",210,",,W",210,",,W",11.6,",,W",16.1,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/27/2019,4.3,",,W",,,,,,,3.6,",,W,2400",0,"T,,W",0,",,W",14.4,"H,,S",17.8,",,W",8.3,",,W",220,",,W",230,",,W",9.8,",,W",13,",,W",1,",,W",,,,,1,",,W",,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/28/2019,3.4,",,W",,,,,,,1,",,W,2400",0,",,W",0,",,W",10.7,"H,,S",15.6,",,W",8.3,",,W",340,",,W",340,",,W",8.1,",,W",10.3,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/29/2019,3.3,",,W",,,,,,,2.3,",,W,2400",0,",,W",0,",,W",10.6,"H,,S",13.3,",,W",8.3,",,W",40,",,W",40,",,W",6.7,",,W",8.5,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,9/30/2019,3.9,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",10.6,"H,,S",15.6,",,W",6.7,",,W",340,",,W",340,",,W",7.2,",,W",8.1,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/1/2019,2.5,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",10.1,"H,,S",16.7,",,W",4.4,",,W",120,",,W",160,",,W",4,",,W",6.7,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/2/2019,2.2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",11.8,"H,,S",17.8,",,W",6.1,",,W",110,",,W",60,",,W",4.5,",,W",5.8,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/3/2019,3.6,",,W",,,,,,,0.5,",,W,2400",0,",,W",0,",,W",13.7,"H,,S",16.7,",,W",10,",,W",240,",,W",240,",,W",8.9,",,W",10.7,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/4/2019,5,",,W",,,,,,,0.8,",,W,2400",0,",,W",0,",,W",11.9,"H,,S",16.7,",,W",9.4,",,W",220,",,W",220,",,W",9.4,",,W",12.5,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/5/2019,2.1,",,W",,,,,,,0,"T,,W,2400",0,",,W",0,",,W",12.7,"H,,S",17.2,",,W",10.6,",,W",40,",,W",10,",,W",5.4,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/6/2019,2.2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",12.4,"H,,S",18.3,",,W",6.7,",,W",300,",,W",20,",,W",5.4,",,W",6.7,",,W",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/7/2019,6.4,",,W",,,,,,,1.3,",,W,2400",0,",,W",0,",,W",13.4,"H,,S",17.2,",,W",8.9,",,W",200,",,W",200,",,W",10.7,",,W",13.9,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/8/2019,3.6,",,W",,,,,,,4.3,",,W,2400",0,"T,,W",0,",,W",11.2,"H,,S",11.7,",,W",5.6,",,W",50,",,W",210,",,W",9.8,",,W",11.6,",,W",,,,,,,1,",,W",,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/9/2019,3,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",7.1,"H,,S",11.1,",,W",3.3,",,W",360,",,W",350,",,W",6.7,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/10/2019,3.1,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",7.2,"H,,S",14.4,",,W",1.1,",,W",10,",,W",10,",,W",6.7,",,W",7.6,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/11/2019,3.4,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",10.2,"H,,S",17.8,",,W",4.4,",,W",110,",,W",80,",,W",6.7,",,W",9.8,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/12/2019,1.9,",,W",,,,,,,0,"T,,W,2400",0,",,W",0,",,W",12.2,"H,,S",15,",,W",7.8,",,W",40,",,W",50,",,W",4.5,",,W",6.7,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/13/2019,1.3,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",11.6,"H,,S",14.4,",,W",8.9,",,W",180,",,W",160,",,W",3.6,",,W",4.5,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/14/2019,2.2,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",10.8,"H,,S",15.6,",,W",6.7,",,W",40,",,W",30,",,W",5.4,",,W",6.3,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/15/2019,2.4,",,W",,,,,,,0,",,W,2400",0,",,W",0,",,W",11.6,"H,,S",16.1,",,W",7.8,",,W",190,",,W",120,",,W",5.8,",,W",7.2,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/16/2019,3.9,",,W",,,,,,,13,",,W,2400",0,",,W",0,",,W",12.6,"H,,S",14.4,",,W",10.6,",,W",180,",,W",200,",,W",6.7,",,W",8.9,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/17/2019,6.6,",,W",,,,,,,3.8,",,W,2400",0,",,W",0,",,W",12.2,"H,,S",13.3,",,W",10,",,W",190,",,W",180,",,W",10.7,",,W",14.3,",,W",,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/18/2019,4.9,",,W",,,,,,,20.8,",,W,2400",0,",,W",0,",,W",10.4,"H,,S",11.1,",,W",8.3,",,W",200,",,W",190,",,W",8.9,",,W",11.6,",,W",1,",,W",,,1,",,W",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,10/19/2019,3.3,",,W",,,,,,,24.4,",,W,2400",0,",,W",0,",,W",9.3,"H,,S",13.3,",,W",7.2,",,W",140,",,W",210,",,W",6.3,",,W",7.6,",,W",1,",,W",,,,,,,,,,,,,,,,
